id,supl_iata,start,end,supplier,iata,value,currency,per_volume,supl_iata_1,value_per_usdc
4285,Total-AMM,2020-09-01,2020-09-30,Total,AMM,101.44,USDC,gallion.USG.UGL,,93.15823307925429
4286,Total-ASM,2023-02-14,2023-02-28,Total,ASM,305.72,USDC,gallion.USG.UGL,,280.76040040407753
4287,Total-CPT,2020-05-15,2020-05-31,Total,CPT,52.5444,USDC,gallion.USG.UGL,,48.254568830930296
4288,Total-MRU,2023-02-14,2023-03-27,Total,MRU,324.64,USDC,gallion.USG.UGL,,298.1357333088438
4289,Total-OUA,2023-02-14,2023-02-28,Total,OUA,491.2236,USDC,gallion.USG.UGL,,451.11911102947926
4290,Total-PEK,2023-02-14,2023-02-28,Total,PEK,273.778,USDC,gallion.USG.UGL,,251.4262099366333
4291,UAS-ABJ,2023-02-27,2023-02-28,UAS,ABJ,337.93,USDC,gallion.USG.UGL,,310.34071080907336
4292,UAS-ABV,2020-05-21,2020-05-31,UAS,ABV,2.4183,USD,gallion.USG.UGL,,241.82999999999998
4293,UAS-ADD,2023-02-27,2023-02-28,UAS,ADD,463.53,USDC,gallion.USG.UGL,,425.6864725870144
4294,UAS-ALG,2023-02-27,2023-02-28,UAS,ALG,293.31,USDC,gallion.USG.UGL,,269.36357792267427
4295,UAS-ASW,2023-02-27,2023-02-28,UAS,ASW,305.65,USDC,gallion.USG.UGL,,280.69611534576177
4296,UAS-BKK,2023-02-27,2023-02-28,UAS,BKK,253.91,USDC,gallion.USG.UGL,,233.18027367067683
4297,UAS-BRS,2020-02-01,2020-03-31,UAS,BRS,280.17,USDC,gallion.USG.UGL,,257.29635411883555
4298,UAS-BVA,2020-07-21,2020-07-24,UAS,BVA,1.519,USD,gallion.USG.UGL,,151.89999999999998
4299,UAS-CMB,2023-02-27,2023-02-28,UAS,CMB,316,USDC,gallion.USG.UGL,,290.20112039673063
4300,UAS-CPT,2020-05-15,2020-05-31,UAS,CPT,0.7151,USD,gallion.USG.UGL,,71.50999999999999
4301,UAS-DIA,2023-02-27,2023-02-28,UAS,DIA,295.5,USDC,gallion.USG.UGL,,271.37478188998074
4302,UAS-DOH,2023-02-27,2023-02-28,UAS,DOH,295.5,USDC,gallion.USG.UGL,,271.37478188998074
4303,UAS-HKT,2023-02-27,2023-02-28,UAS,HKT,260.96,USDC,gallion.USG.UGL,,239.65469740104692
4304,UAS-HRI,2023-02-27,2023-02-28,UAS,HRI,319,USDC,gallion.USG.UGL,,292.9561943245477
4305,UAS-IKA,2020-06-15,2020-06-21,UAS,IKA,2.196,USD,gallion.USG.UGL,,219.60000000000002
4306,UAS-JNB,2020-05-13,2020-05-20,UAS,JNB,0.8287,USD,gallion.USG.UGL,,82.87
4307,UAS-KVA,2020-05-13,2020-05-20,UAS,KVA,1.3479,USD,gallion.USG.UGL,,134.79000000000002
4308,UAS-OUA,2023-02-27,2023-02-28,UAS,OUA,491,USDC,gallion.USG.UGL,,450.9137661860593
4309,UAS-PEK,2023-02-27,2023-02-28,UAS,PEK,906,USD,mTon,,274.36609319934735
4310,UAS-SEZ,2023-02-27,2023-02-28,UAS,SEZ,398,USDC,gallion.USG.UGL,,365.50647442373037
4311,UAS-SLL,2023-02-27,2023-02-28,UAS,SLL,441.3,USDC,gallion.USG.UGL,,405.27137478188996
4312,UAS-SZX,2020-04-22,2020-04-30,UAS,SZX,455.9,USD,mTon,,138.06126036377754
4313,UAS-TSN,2023-02-27,2023-02-28,UAS,TSN,906,USD,mTon,,274.36609319934735
4314,UAS-WNZ,2023-02-27,2023-02-28,UAS,WNZ,1045,USD,mTon,,316.4597874098433
4315,UCIG-ABJ,2023-03-01,2023-03-27,UCIG,ABJ,735.69,EUR,M3.1000L,,255.75255716133375
4316,UCIG-ADD,2023-03-01,2023-07-03,UCIG,ADD,466.98,USDC,gallion.USG.UGL,,428.85480760400407
4317,UCIG-ALG,2023-03-01,2023-03-31,UCIG,ALG,285.29,USDC,gallion.USG.UGL,,261.99834695564334
4318,UCIG-ASW,2023-03-03,2023-03-27,UCIG,ASW,298.65,USDC,gallion.USG.UGL,,274.2676095141886
4319,UCIG-BKK,2023-03-01,2023-03-31,UCIG,BKK,253.842,USDC,gallion.USG.UGL,,233.117825328313
4320,UCIG-CAI,2023-03-03,2023-03-27,UCIG,CAI,280,USDC,gallion.USG.UGL,,257.1402332629259
4321,UCIG-DMM,2023-03-01,2023-03-31,UCIG,DMM,285.11,USDC,gallion.USG.UGL,,261.8330425199743
4322,UCIG-GAN,2023-03-01,2023-02-27,UCIG,GAN,466.59,USDC,gallion.USG.UGL,,428.4966479933878
4323,UCIG-HKT,2023-03-01,2023-03-31,UCIG,HKT,253.842,USDC,gallion.USG.UGL,,233.117825328313
4324,UCIG-JED,2023-03-01,2023-03-31,UCIG,JED,272.96,USDC,gallion.USG.UGL,,250.67499311231515
4325,UCIG-JIB,2023-02-14,2023-03-31,UCIG,JIB,473.01,USDC,gallion.USG.UGL,,434.39250619891635
4326,UCIG-LXR,2023-03-03,2023-02-27,UCIG,LXR,301.65,USDC,gallion.USG.UGL,,277.02268344200564
4327,UCIG-MLE,2023-03-01,2023-02-27,UCIG,MLE,473.419,USDC,gallion.USG.UGL,,434.76811461107536
4328,UCIG-NQZ,2023-02-24,2023-03-27,UCIG,NQZ,1326,USD,mTon,,401.55567282818384
4329,UCIG-OUA,2023-03-01,2023-02-27,UCIG,OUA,1205.735,EUR,M3.1000L,,419.1572666597625
4330,UCIG-PED,2022-03-01,2022-03-30,UCIG,PED,"1,142.22",EUR,mTon,,0.27810848787731723
4331,UCIG-PEK,2023-03-01,2023-03-31,UCIG,PEK,840.21,USD,mTon,,254.44275404748745
4332,UCIG-RMF,2023-02-14,2023-03-27,UCIG,RMF,461.99,USDC,gallion.USG.UGL,,424.27220130406835
4333,UCIG-RUH,2023-03-01,2023-03-31,UCIG,RUH,274.94,USDC,gallion.USG.UGL,,252.49334190467442
4334,UCIG-RZE,2023-02-24,2023-03-27,UCIG,RZE,365,USDC,gallion.USG.UGL,,335.20066121774266
4335,UCIG-SLL,2023-03-01,2023-03-15,UCIG,SLL,422.183,USDC,gallion.USG.UGL,,387.7151253558637
4336,UCIG-SSH,2023-03-03,2023-03-27,UCIG,SSH,300.65,USDC,gallion.USG.UGL,,276.10432546606665
4337,UCIG-TSN,2023-03-01,2023-03-31,UCIG,TSN,840.21,USD,mTon,,254.44275404748745
4338,UCIG-WNZ,2023-03-01,2023-03-31,UCIG,WNZ,1004,USD,mTon,,304.0436617794092
4339,WF-ABJ,2023-03-01,2023-02-27,WF,ABJ,3.11027,USD,gallion.USG.UGL,,311.027
4340,WF-ABV,2023-03-01,2023-03-27,WF,ABV,3.29064,USD,gallion.USG.UGL,,329.06399999999996
4341,WF-ABZ,2020-06-16,2020-06-22,WF,ABZ,1.20572,USD,gallion.USG.UGL,,120.57199999999999
4342,WF-ADD,2023-03-01,2023-03-27,WF,ADD,4.77479,USD,gallion.USG.UGL,,477.47900000000004
4343,WF-ALA,2023-03-01,2023-02-27,WF,ALA,4.11853,USD,gallion.USG.UGL,,411.85299999999995
4344,WF-AMM,2020-09-01,2020-09-30,WF,AMM,1.73161,USD,gallion.USG.UGL,,173.161
4345,WF-ANR,2020-06-11,2020-06-18,WF,ANR,3.16801,USD,gallion.USG.UGL,,316.80100000000004
4346,WF-AOI,2019-11-13,2020-03-31,WF,AOI,3.43746,USD,gallion.USG.UGL,,343.74600000000004
4347,WF-ARN,2019-12-09,2020-03-31,WF,ARN,2.0196,USD,gallion.USG.UGL,,201.96
4348,WF-ASM,2023-03-01,2023-03-27,WF,ASM,2.99928,USD,gallion.USG.UGL,,299.928
4349,WF-ASW,2022-02-12,2022-02-28,WF,ASW,3.01,USD,gallion.USG.UGL,,301.0
4350,WF-AUH,2020-04-07,2020-04-14,WF,AUH,1.0553,USD,gallion.USG.UGL,,105.52999999999999
4351,WF-AVB,2020-04-01,2020-04-30,WF,AVB,3.4372,USD,gallion.USG.UGL,,343.71999999999997
4352,WF-BAH,2023-03-01,2023-03-27,WF,BAH,2.74616,USD,gallion.USG.UGL,,274.61600000000004
4353,WF-BEY,2023-02-14,2023-02-28,WF,BEY,3.49953,USD,gallion.USG.UGL,,349.953
4354,WF-BGI,2020-05-11,2020-05-18,WF,BGI,1.2072,USD,gallion.USG.UGL,,120.72
4355,WF-BGR,2020-05-11,2020-05-18,WF,BGR,0.96428,USD,gallion.USG.UGL,,96.428
4356,WF-BKK,2023-03-01,2023-03-27,WF,BKK,2.46224,USD,gallion.USG.UGL,,246.224
4357,WF-BOD,2019-12-02,2020-03-31,WF,BOD,2.33293,USD,gallion.USG.UGL,,233.293
4358,WF-BRQ,2020-09-04,2020-07-09,WF,BRQ,2.09343,USD,gallion.USG.UGL,,209.34300000000002
4359,WF-BVA,2020-07-21,2020-07-24,WF,BVA,1.79199,USD,gallion.USG.UGL,,179.19899999999998
4360,WF-BWE,2020-07-02,2020-12-07,WF,BWE,5.09023,USD,gallion.USG.UGL,,509.023
4361,WF-BZG,2019-11-06,2020-03-31,WF,BZG,2.59767,USD,gallion.USG.UGL,,259.767
4362,WF-CRL,2020-06-11,2020-06-18,WF,CRL,1.08021,USD,gallion.USG.UGL,,108.02099999999999
4363,WF-CWL,2020-07-02,2020-12-07,WF,CWL,1.49044,USD,gallion.USG.UGL,,149.044
4364,WF-DME,2022-02-12,2022-02-28,WF,DME,2.97,USD,gallion.USG.UGL,,297.0
4365,WF-DRS,2020-02-01,2020-03-31,WF,DRS,2.39773,USD,gallion.USG.UGL,,239.77300000000002
4366,WF-DWC,2020-02-16,2020-03-31,WF,DWC,1.70093,USD,gallion.USG.UGL,,170.09300000000002
4367,WF-DXB,2020-04-02,2020-09-04,WF,DXB,0.92035,USD,gallion.USG.UGL,,92.035
4368,WF-EDI,2020-03-01,2020-03-31,WF,EDI,1.31905,USD,gallion.USG.UGL,,131.905
4369,WF-FNC,2019-07-01,2020-03-31,WF,FNC,2.23187,USD,gallion.USG.UGL,,223.18699999999998
4370,WF-GLA,2020-04-01,2020-06-04,WF,GLA,1.05088,USD,gallion.USG.UGL,,105.08800000000001
4371,WF-GOA,2019-12-05,2020-03-31,WF,GOA,2.40923,USD,gallion.USG.UGL,,240.923
4372,WF-GZP,2020-01-15,2020-03-31,WF,GZP,4.09499,USD,gallion.USG.UGL,,409.499
4373,WF-HEL,2020-06-26,2020-07-29,WF,HEL,1.40142,USD,gallion.USG.UGL,,140.14200000000002
4374,WF-HHN,2020-11-10,2020-11-17,WF,HHN,1.23626,USD,gallion.USG.UGL,,123.62599999999999
4375,WF-HMB,2020-09-03,2020-09-17,WF,HMB,2.46548,USD,gallion.USG.UGL,,246.548
4376,WF-IAS,2020-04-01,2020-08-04,WF,IAS,1.349,USD,gallion.USG.UGL,,134.9
4377,WF-IDR,2020-05-18,2020-05-31,WF,IDR,1.5352,USD,gallion.USG.UGL,,153.51999999999998
4378,WF-JED,2023-03-01,2023-03-27,WF,JED,2.90964,USD,gallion.USG.UGL,,290.964
4379,WF-KEF,2020-01-14,2020-03-31,WF,KEF,2.27718,USD,gallion.USG.UGL,,227.718
4380,WF-KGD,2020-06-11,2020-06-18,WF,KGD,2.18799,USD,gallion.USG.UGL,,218.799
4381,WF-KVA,2020-05-13,2020-05-20,WF,KVA,1.43976,USD,gallion.USG.UGL,,143.976
4382,WF-KWI,2023-02-14,2023-02-28,WF,KWI,3.15766,USD,gallion.USG.UGL,,315.76599999999996
4383,WF-KZN,2020-02-06,2020-03-31,WF,KZN,2.73559,USD,gallion.USG.UGL,,273.559
4384,WF-LEJ,2020-02-01,2020-03-31,WF,LEJ,2.17592,USD,gallion.USG.UGL,,217.592
4385,WF-LIL,2019-11-06,2020-03-31,WF,LIL,2.19808,USD,gallion.USG.UGL,,219.808
4386,WF-LOS,2023-03-01,2023-03-27,WF,LOS,3.14064,USD,gallion.USG.UGL,,314.06399999999996
4387,WF-LUX,2020-07-07,2020-07-17,WF,LUX,1.24583,USD,gallion.USG.UGL,,124.583
4388,WF-MBA,2023-03-01,2023-03-27,WF,MBA,2.99055,USD,gallion.USG.UGL,,299.055
4389,WF-MIA,2020-04-29,2020-04-05,WF,MIA,0.81372,USD,gallion.USG.UGL,,81.372
4390,WF-MRV,2020-02-06,2020-03-31,WF,MRV,2.68121,USD,gallion.USG.UGL,,268.121
4391,WF-NBO,2023-03-01,2023-03-27,WF,NBO,2.99055,USD,gallion.USG.UGL,,299.055
4392,WF-NCE,2020-01-29,2020-03-31,WF,NCE,2.23322,USD,gallion.USG.UGL,,223.32200000000003
4393,WF-NHD,2020-02-06,2020-03-31,WF,NHD,3.73,USD,gallion.USG.UGL,,373.0
4394,WF-NQZ,2023-03-01,2023-03-27,WF,NQZ,4.509,USD,gallion.USG.UGL,,450.90000000000003
4395,WF-OPO,2019-10-23,2020-03-31,WF,OPO,2.15312,USD,gallion.USG.UGL,,215.31199999999998
4396,WF-OSR,2020-09-04,2020-07-09,WF,OSR,1.85383,USD,gallion.USG.UGL,,185.383
4397,WF-PEK,2023-03-01,2023-03-27,WF,PEK,2.53842,USD,gallion.USG.UGL,,253.84199999999998
4398,WF-PRY,2020-05-13,2020-05-20,WF,PRY,2.29313,USD,gallion.USG.UGL,,229.31300000000002
4399,WF-PVG,2020-05-18,2020-05-31,WF,PVG,1.11699,USD,gallion.USG.UGL,,111.699
4400,WF-RHO,2019-07-01,2020-03-31,WF,RHO,2.37756,USD,gallion.USG.UGL,,237.756
4401,WF-RKT,2023-03-01,2023-03-27,WF,RKT,2.89566,USD,gallion.USG.UGL,,289.566
4402,WF-RUH,2023-03-01,2023-03-27,WF,RUH,2.94171,USD,gallion.USG.UGL,,294.171
4403,WF-SBZ,2020-04-07,2020-04-14,WF,SBZ,1.65776,USD,gallion.USG.UGL,,165.77599999999998
4404,WF-SGN,2020-05-18,2020-05-31,WF,SGN,0.85832,USD,gallion.USG.UGL,,85.832
4405,WF-STN,2020-04-22,2020-04-30,WF,STN,0.85455,USD,gallion.USG.UGL,,85.455
4406,WF-SVQ,2021-03-01,2021-03-31,WF,SVQ,2.01109,USD,gallion.USG.UGL,,201.10899999999998
4407,WF-SXB,2022-02-12,2022-02-28,WF,SXB,5.05,USD,gallion.USG.UGL,,505.0
4408,WF-SZX,2020-04-22,2020-04-30,WF,SZX,1.61122,USD,gallion.USG.UGL,,161.122
4409,WF-TGM,2020-04-07,2020-04-14,WF,TGM,3.13179,USD,gallion.USG.UGL,,313.17900000000003
4410,WF-TIV,2019-07-01,2020-03-31,WF,TIV,2.41251,USD,gallion.USG.UGL,,241.251
4411,WF-TSE,2020-09-02,2020-12-09,WF,TSE,2.29571,USD,gallion.USG.UGL,,229.57100000000003
4412,WF-TSN,2023-03-01,2023-02-28,WF,TSN,2.53842,USD,gallion.USG.UGL,,253.84199999999998
4413,WF-TSR,2020-04-09,2020-12-04,WF,TSR,1.31504,USD,gallion.USG.UGL,,131.504
4414,WF-TUF,2020-04-03,2020-10-04,WF,TUF,2.59012,USD,gallion.USG.UGL,,259.012
4415,WF-TUN,2020-09-01,2020-09-30,WF,TUN,1.33173,USD,gallion.USG.UGL,,133.173
4416,WF-VKO,2022-03-01,2022-01-03,WF,VKO,4.28,USD,gallion.USG.UGL,,428.0
4417,WF-VLC,2019-11-29,2020-03-31,WF,VLC,2.21327,USD,gallion.USG.UGL,,221.327
4418,WF-VOG,2020-02-06,2020-03-31,WF,VOG,3.08751,USD,gallion.USG.UGL,,308.751
4419,WF-VOZ,2020-02-06,2020-03-31,WF,VOZ,2.86093,USD,gallion.USG.UGL,,286.093
4420,WF-WVB,2020-06-11,2020-06-18,WF,WVB,1.57548,USD,gallion.USG.UGL,,157.548
4421,WF-YHZ,2020-05-13,2020-05-20,WF,YHZ,1.18659,USD,gallion.USG.UGL,,118.659
4422,WF--TBS,2020-03-16,2020-03-31,WF ,TBS,1.17228,USD,gallion.USG.UGL,,117.228
4423,AEG-PED,2023-03-14,2023-03-14,AEG,PED,1.98317,USD,gallion.USG.UGL,,198.317
4424,AEG-OSR,2023-03-28,2023-03-04,AEG,OSR,2.401653,USD,gallion.USG.UGL,,240.1653
4425,AEG-JIB,2023-04-01,2023-10-04,AEG,JIB,4.8801,USD,gallion.USG.UGL,,488.01
4426,UCIG-ALA,2023-04-01,2023-01-04,UCIG,ALA,"1,455.00",USD,mTon,,0.3028323324496108
4427,UCIG-ALG,2023-04-01,2023-10-04,UCIG,ALG,258.22,USDC,gallion.USG.UGL,,237.13839654697404
4428,UCIG-BKK,2023-04-01,2023-01-04,UCIG,BKK,239.74,USDC,gallion.USG.UGL,,220.1671411516209
4429,UCIG-JED,2023-04-01,2023-04-30,UCIG,JED,246.997,USDC,gallion.USG.UGL,,226.8316649830104
4430,UCIG-PEK,2023-04-01,2023-04-30,UCIG,PEK,778.18,USD,mTon,,235.6580644656381
4431,UCIG-RUH,2023-04-01,2023-04-30,UCIG,RUH,249.217,USDC,gallion.USG.UGL,,228.87041968959502
4432,UCIG-TLV,2023-04-01,2023-04-30,UCIG,TLV,239.55,USDC,gallion.USG.UGL,,219.9926531361925
4433,UCIG-TSN,2023-03-01,2023-04-30,UCIG,TSN,778.18,USD,mTon,,235.6580644656381
4434,UCIG-WNZ,2023-04-01,2023-04-30,UCIG,WNZ,920,USD,mTon,,278.6057458536419
4435,Jetex-MRU,2023-04-03,2023-03-04,Jetex,MRU,312.98,USDC,gallion.USG.UGL,,287.4276793093948
4436,Royal Petrol-SSH,2023-04-01,2023-01-04,Royal Petrol,SSH,281.65,USDC,gallion.USG.UGL,,258.65552392322525
4437,Royal Petrol-LXR,2023-04-01,2023-01-04,Royal Petrol,LXR,282.65,USDC,gallion.USG.UGL,,259.5738818991643
4438,Royal Petrol-ASW,2023-04-01,2023-01-04,Royal Petrol,ASW,281.65,USDC,gallion.USG.UGL,,258.65552392322525
4439,Royal Petrol-HRG,2023-04-02,2023-02-04,Royal Petrol,HRG,279.65,USDC,gallion.USG.UGL,,256.8188079713472
4440,Royal Petrol-CAI,2023-04-01,2023-01-04,Royal Petrol,CAI,265,USDC,gallion.USG.UGL,,243.36486362384056
4441,Total-RMF,2023-03-27,2023-03-27,Total,RMF,382,USDC,gallion.USG.UGL,,350.81274680870604
4442,WF-ABZ,2023-04-04,2023-10-04,WF,ABZ,2.42312,USD,gallion.USG.UGL,,242.31199999999998
4443,WF-ARN,2023-04-04,2023-10-04,WF,ARN,2.42312,USD,gallion.USG.UGL,,242.31199999999998
4444,WF-BUS,2023-04-01,2023-04-15,WF,BUS,2.21318,USD,gallion.USG.UGL,,221.31799999999998
4445,WF-DUB,2023-04-04,2023-10-04,WF,DUB,2.42312,USD,gallion.USG.UGL,,242.31199999999998
4446,WF-EDI,2023-04-04,2023-10-04,WF,EDI,2.42312,USD,gallion.USG.UGL,,242.31199999999998
4447,WF-GIB,2023-04-04,2023-10-04,WF,GIB,2.42312,USD,gallion.USG.UGL,,242.31199999999998
4448,WF-KWI,2023-04-01,2023-04-30,WF,KWI,2.25014,USD,gallion.USG.UGL,,225.014
4449,WF-LIL,2023-04-04,2023-10-04,WF,LIL,2.42312,USD,gallion.USG.UGL,,242.31199999999998
4450,WF-MBX,2023-04-01,2023-04-30,WF,MBX,2.34376,USD,gallion.USG.UGL,,234.376
4451,WF-PFO,2023-04-01,2023-04-30,WF,PFO,2.34376,USD,gallion.USG.UGL,,234.376
4452,WF-SLL,2023-04-03,2023-03-04,WF,SLL,4.11345,USD,gallion.USG.UGL,,411.345
4453,WF-TBS,2020-04-01,2020-04-15,WF,TBS,2.21318,USD,gallion.USG.UGL,,221.31799999999998
4454,WF-WRO,2023-04-03,2023-09-04,WF,WRO,2.41737,USD,gallion.USG.UGL,,241.737
4455,Total-RMF,2023-04-05,2023-05-04,Total,RMF,378,USDC,gallion.USG.UGL,,347.13931490494997
4456,Royal Petrol-SSH,2023-04-05,2023-12-04,Royal Petrol,SSH,277.65,USDC,gallion.USG.UGL,,254.98209201946918
4457,Royal Petrol-LXR,2023-04-05,2023-05-04,Royal Petrol,LXR,278.65,USDC,gallion.USG.UGL,,255.9004499954082
4458,Royal Petrol-HRG,2023-04-05,2023-12-04,Royal Petrol,HRG,277.65,USDC,gallion.USG.UGL,,254.98209201946918
4459,Royal Petrol-ASW,2023-04-05,2023-05-04,Royal Petrol,ASW,275.65,USDC,gallion.USG.UGL,,253.14537606759112
4460,Royal Petrol-CAI,2023-04-05,2023-12-04,Royal Petrol,CAI,255,USDC,gallion.USG.UGL,,234.18128386445036
4461,Jetex-MRU,2023-04-05,2023-05-04,Jetex,MRU,326.33,USDC,gallion.USG.UGL,,299.6877582881807
4462,Jetex-MCT,2023-04-01,2023-04-15,Jetex,MCT,2.2796,USD,gallion.USG.UGL,,227.95999999999998
4463,WF-BQH,2023-04-06,2023-06-04,WF,BQH,4.38,USD,gallion.USG.UGL,,438.0
4464,WF-CMB,2023-04-05,2023-05-04,WF,CMB,3.02549,USD,gallion.USG.UGL,,302.549
4465,WF-EVN,2023-04-05,2023-04-20,WF,EVN,3.65257,USD,gallion.USG.UGL,,365.257
4466,WF-GRQ,2023-04-12,2023-12-04,WF,GRQ,8.51225,USD,gallion.USG.UGL,,851.225
4467,WF-HRI,2023-04-05,2023-05-04,WF,HRI,3.02549,USD,gallion.USG.UGL,,302.549
4468,WF-JNB,2023-04-07,2023-04-30,WF,JNB,2.67845,USD,gallion.USG.UGL,,267.845
4469,WF-WRO,2023-04-10,2023-04-16,WF,WRO,2.51473,USD,gallion.USG.UGL,,251.473
4470,UCIG-ABJ,2023-04-01,2023-04-30,UCIG,ABJ,282.82,USDC,gallion.USG.UGL,,259.73000275507394
4471,UCIG-ADD,2023-04-08,2023-08-04,UCIG,ADD,467.74,USDC,gallion.USG.UGL,,429.5527596657177
4472,UCIG-ASM,2023-04-01,2023-04-30,UCIG,ASM,301.58,USDC,gallion.USG.UGL,,276.95839838368994
4473,AEG-KZN,2023-02-14,2023-03-27,AEG,KZN,1455.69,USD,mTon,,440.82999802357386
4474,WF-ETM,2023-03-01,2023-03-31,WF,ETM,3.729,USD,gallion.USG.UGL,,372.90000000000003
4475,Shannon-MSQ,2023-04-01,2023-01-04,Shannon,MSQ,0,EUR,mTon,,0.0
4476,Jetex-LFB,2023-04-01,2023-01-04,Jetex,LFB,0,USD,gallion.USG.UGL,,0.0
4477,Shannon-ROV,2023-04-01,2023-01-04,Shannon,ROV,0,EUR,mTon,,0.0
4478,WF-SCV,2023-04-01,2023-01-04,WF,SCV,0,USD,gallion.USG.UGL,,0.0
4479,Jetex-MRU,2023-04-15,2023-04-15,Jetex,MRU,297.28,USDC,gallion.USG.UGL,,273.00945908715215
4480,UCIG-ALG,2023-04-11,2023-04-20,UCIG,ALG,267.32,USDC,gallion.USG.UGL,,245.4954541280191
4481,UCIG-RZE,2023-04-11,2023-11-04,UCIG,RZE,368.85,USDC,gallion.USG.UGL,,338.73633942510793
4482,Royal Petrol-SSH,2023-04-13,2023-04-27,Royal Petrol,SSH,288.65,USDC,gallion.USG.UGL,,265.0840297547984
4483,Royal Petrol-LXR,2023-04-13,2023-04-13,Royal Petrol,LXR,289.65,USDC,gallion.USG.UGL,,266.00238773073744
4484,Royal Petrol-HRG,2023-04-13,2023-04-27,Royal Petrol,HRG,288.65,USDC,gallion.USG.UGL,,265.0840297547984
4485,Royal Petrol-ASW,2023-04-13,2023-04-13,Royal Petrol,ASW,286.65,USDC,gallion.USG.UGL,,263.24731380292036
4486,Royal Petrol-CAI,2023-04-13,2023-04-27,Royal Petrol,CAI,258,USDC,gallion.USG.UGL,,236.93635779226742
4487,Total-RMF,2023-04-13,2023-04-29,Total,RMF,389,USDC,gallion.USG.UGL,,357.2412526402792
4488,AEG-PED,2023-04-12,2023-12-04,AEG,PED,2.15583,USD,gallion.USG.UGL,,215.583
4489,AEG-OSR,2023-04-11,2023-11-04,AEG,OSR,2.520744,USD,gallion.USG.UGL,,252.0744
4490,AEG-JIB,2023-04-11,2023-11-04,AEG,JIB,4.6819,USD,gallion.USG.UGL,,468.19
4491,WF-ETM,2023-04-01,2023-04-30,WF,ETM,3.47424,USD,gallion.USG.UGL,,347.424
4492,WF-HKT,2023-04-16,2023-04-30,WF,HKT,2.35899,USD,gallion.USG.UGL,,235.899
4493,WF-KIV,2023-04-12,2023-12-04,WF,KIV,3.08655,USD,gallion.USG.UGL,,308.655
4494,WF-GRQ,2023-04-18,2023-04-30,WF,GRQ,8.56372,USD,gallion.USG.UGL,,856.372
4495,WF-OUA,2023-04-01,2023-04-30,WF,OUA,4.98415,USD,gallion.USG.UGL,,498.41499999999996
4496,WF-SLL,2023-04-17,2023-04-17,WF,SLL,4.21433,USD,gallion.USG.UGL,,421.43300000000005
4497,WF-WRO,2023-04-17,2023-04-23,WF,WRO,2.48452,USD,gallion.USG.UGL,,248.452
4498,UCIG-RZE,2023-04-18,2023-04-18,UCIG,RZE,365.5,USDC,gallion.USG.UGL,,335.65984020571216
4499,AEG-ERF,2023-04-01,2023-01-04,AEG,ERF,5.823728,USD,gallion.USG.UGL,,582.3728
4500,AEG-PAD,2023-04-01,2023-01-04,AEG,PAD,6.203867,USD,gallion.USG.UGL,,620.3867
4501,AEG-RVN,2023-04-18,2023-04-18,AEG,RVN,4.452447,USD,gallion.USG.UGL,,445.2447
4502,AEG-CWL,2023-04-17,2023-04-17,AEG,CWL,2.870423,USD,gallion.USG.UGL,,287.0423
4503,AEG-LTN,2023-04-18,2023-04-18,AEG,LTN,2.775961,USD,gallion.USG.UGL,,277.59610000000004
4504,AEG-SEN,2023-04-01,2023-01-04,AEG,SEN,4.050205,USD,gallion.USG.UGL,,405.0205
4505,AEG-KRK,2023-04-18,2023-04-18,AEG,KRK,2.875362,USD,gallion.USG.UGL,,287.5362
4506,AEG-SZZ,2023-04-18,2023-04-18,AEG,SZZ,3.094916,USD,gallion.USG.UGL,,309.4916
4507,AEG-RIX,2023-04-01,2023-01-04,AEG,RIX,2.95032,USD,gallion.USG.UGL,,295.032
4508,AEG-ZNZ,2023-04-01,2023-01-04,AEG,ZNZ,5.473804,USD,gallion.USG.UGL,,547.3804
4509,AEG-OSR,2023-04-18,2023-04-18,AEG,OSR,3.41715,USD,gallion.USG.UGL,,341.715
4510,AEG-PED,2023-03-14,2023-03-14,AEG,PED,2.155874,USD,gallion.USG.UGL,,215.58739999999997
4511,AEG-HFA,2023-04-01,2023-01-04,AEG,HFA,4.1388,USD,gallion.USG.UGL,,413.88
4512,AEG-MLA,2023-04-18,2023-04-18,AEG,MLA,3.258717,USD,gallion.USG.UGL,,325.8717
4513,AEG-KLU,2023-04-18,2023-04-18,AEG,KLU,3.281944,USD,gallion.USG.UGL,,328.19440000000003
4514,AEG-OMO,2023-03-14,2023-03-14,AEG,OMO,5.2444,PLN,gallion.USG.UGL,,136.87000359513937
4515,AEG-GZP,2023-04-16,2023-04-16,AEG,GZP,2.955594,USD,gallion.USG.UGL,,295.5594
4516,AEG-AQJ,2023-04-01,2023-04-30,AEG,AQJ,3.441536,USD,gallion.USG.UGL,,344.15360000000004
4517,AEG-GYD,2023-03-01,2023-01-03,AEG,GYD,3.926435,USD,gallion.USG.UGL,,392.6435
4518,AEG-MCX,2023-04-16,2023-04-16,AEG,MCX,3.699849,USD,gallion.USG.UGL,,369.9849
4519,AEG-MRV,2023-04-16,2023-04-16,AEG,MRV,4.556344,USD,gallion.USG.UGL,,455.6344
4520,AEG-VOG,2023-04-16,2023-04-16,AEG,VOG,3.353927,USD,gallion.USG.UGL,,335.3927
4521,AEG-ASB,2023-04-16,2023-04-16,AEG,ASB,3.367523,USD,gallion.USG.UGL,,336.7523
